time,td,byt,pkt
1521118773372702.0,100,67124,59
1521118773372802.0,100,65332,64
1521118773372902.0,100,50188,50
1521118773373002.0,100,56677,51
1521118773373102.0,100,69662,62
1521118773373202.0,100,39992,44
1521118773373302.0,100,36048,40
1521118773373402.0,100,19895,26
1521118773373502.0,100,25550,35
1521118773373602.0,100,33990,38
1521118773373702.0,100,34986,40
1521118773373802.0,100,27302,33
1521118773373902.0,100,30749,34
1521118773374002.0,100,29524,37
1521118773374102.0,100,43638,47
1521118773374202.0,100,13101,24
1521118773374302.0,100,26906,31
1521118773374402.0,100,40381,49
1521118773374502.0,100,40155,38
1521118773374602.0,100,55509,53
1521118773374702.0,100,45239,42
1521118773374802.0,100,31854,30
1521118773374902.0,100,34393,40
1521118773375002.0,100,18086,23
1521118773375102.0,100,30348,29
1521118773375202.0,100,28216,29
1521118773375302.0,100,22937,28
1521118773375402.0,100,36774,47
1521118773375502.0,100,37305,40
1521118773375602.0,100,28483,35
1521118773375702.0,100,15428,32
1521118773375802.0,100,12035,18
1521118773375902.0,100,22113,36
1521118773376002.0,100,37389,40
1521118773376102.0,100,46702,51
1521118773376202.0,100,38714,41
1521118773376302.0,100,46172,46
1521118773376402.0,100,38335,39
